Title: "FMC.csv"
12683,PST,'TEMPERATURE, AIR MAXIMUM (deg f)'
20060101,0000,60
20060102,0000,54
20060103,0000,62
20060104,0000,81
20060105,0000,78
20060106,0000,90
20060107,0000,74
20060108,0000,73
20060109,0000,67
20060110,0000,77
20060111,0000,72
20060112,0000,70
20060113,0000,76
20060114,0000,57
20060115,0000,61
20060116,0000,61
20060117,0000,72
20060118,0000,64
20060119,0000,63
20060120,0000,68
20060121,0000,66
20060122,0000,61
20060123,0000,62
20060124,0000,69
20060125,0000,62
20060126,0000,65
20060127,0000,65
20060128,0000,66
20060129,0000,68
20060130,0000,69
20060131,0000,67
20060201,0000,70
20060202,0000,67
20060203,0000,80
20060204,0000,74
20060205,0000,78
20060206,0000,78
20060207,0000,76
20060208,0000,80
20060209,0000,81
20060210,0000,74
20060211,0000,79
20060212,0000,78
20060213,0000,84
20060214,0000,70
20060215,0000,55
20060216,0000,63
20060217,0000,59
20060218,0000,55
20060219,0000,53
20060220,0000,59
20060221,0000,61
20060222,0000,66
20060223,0000,71
20060224,0000,69
20060225,0000,74
20060226,0000,75
20060227,0000,68
20060228,0000,61
20060301,0000,62
20060302,0000,61
20060303,0000,50
20060304,0000,57
20060305,0000,67
20060306,0000,65
20060307,0000,56
20060308,0000,62
20060309,0000,55
20060310,0000,49
20060311,0000,49
20060312,0000,50
20060313,0000,60
20060314,0000,62
20060315,0000,61
20060316,0000,66
20060317,0000,53
20060318,0000,55
20060319,0000,53
20060320,0000,51
20060321,0000,55
20060322,0000,69
20060323,0000,75
20060324,0000,75
20060325,0000,69
20060326,0000,65
20060327,0000,65
20060328,0000,53
20060329,0000,58
20060330,0000,61
20060331,0000,55
20060401,0000,59
20060402,0000,68
20060403,0000,67
20060404,0000,61
20060405,0000,51
20060406,0000,64
20060407,0000,63
20060408,0000,68
20060409,0000,64
20060410,0000,60
20060411,0000,68
20060412,0000,71
20060413,0000,86
20060414,0000,61
20060415,0000,62
20060416,0000,61
20060417,0000,63
20060418,0000,78
20060419,0000,78
20060420,0000,78
20060421,0000,67
20060422,0000,56
20060423,0000,62
20060424,0000,64
20060425,0000,58
20060426,0000,61
20060427,0000,61
20060428,0000,60
20060429,0000,70
20060430,0000,75
20060501,0000,73
20060502,0000,69
20060503,0000,58
20060504,0000,62
20060505,0000,64
20060506,0000,68
20060507,0000,72
20060508,0000,64
20060509,0000,70
20060510,0000,78
20060511,0000,77
20060512,0000,76
20060513,0000,73
20060514,0000,77
20060515,0000,75
20060516,0000,76
20060517,0000,74
20060518,0000,73
20060519,0000,75
20060520,0000,77
20060521,0000,65
20060522,0000,66
20060523,0000,75
20060524,0000,82
20060525,0000,79
20060526,0000,70
20060527,0000,68
20060528,0000,75
20060529,0000,78
20060530,0000,85
20060531,0000,88
20060601,0000,87
20060602,0000,92
20060603,0000,95
20060604,0000,91
20060605,0000,79
20060606,0000,77
20060607,0000,64
20060608,0000,69
20060609,0000,75
20060610,0000,75
20060611,0000,78
20060612,0000,77
20060613,0000,81
20060614,0000,89
20060615,0000,85
20060616,0000,97
20060617,0000,91
20060618,0000,88
20060619,0000,87
20060620,0000,86
20060621,0000,87
20060622,0000,86
20060623,0000,92
20060624,0000,91
20060625,0000,97
20060626,0000,95
20060627,0000,90
20060628,0000,102
20060629,0000,98
20060630,0000,97
20060701,0000,102
20060702,0000,98
20060703,0000,95
20060704,0000,96
20060705,0000,92
20060706,0000,92
20060707,0000,97
20060708,0000,98
20060709,0000,99
20060710,0000,92
20060711,0000,95
20060712,0000,99
20060713,0000,99
20060714,0000,105
20060715,0000,105
20060716,0000,98
20060717,0000,100
20060718,0000,94
20060719,0000,94
20060720,0000,94
20060721,0000,101
20060722,0000,113
20060723,0000,102
20060724,0000,104
20060725,0000,97
20060726,0000,99
20060727,0000,96
20060728,0000,90
20060729,0000,84
20060730,0000,85
20060731,0000,73
20060801,0000,86
20060802,0000,88
20060803,0000,75
20060804,0000,82
20060805,0000,87
20060806,0000,84
20060807,0000,88
20060808,0000,94
20060809,0000,101
20060810,0000,95
20060811,0000,93
20060812,0000,91
20060813,0000,89
20060814,0000,86
20060815,0000,86
20060816,0000,85
20060817,0000,89
20060818,0000,92
20060819,0000,87
20060820,0000,88
20060821,0000,91
20060822,0000,99
20060823,0000,100
20060824,0000,96
20060825,0000,91
20060826,0000,93
20060827,0000,97
20060828,0000,99
20060829,0000,97
20060830,0000,94
20060831,0000,96
20060901,0000,99
20060902,0000,101
20060903,0000,104
20060904,0000,103
20060905,0000,104
20060906,0000,101
20060907,0000,91
20060908,0000,87
20060909,0000,84
20060910,0000,88
20060911,0000,95
20060912,0000,94
20060913,0000,88
20060914,0000,80
20060915,0000,75
20060916,0000,86
20060917,0000,96
20060918,0000,97
20060919,0000,91
20060920,0000,86
20060921,0000,85
20060922,0000,70
20060923,0000,83
20060924,0000,94
20060925,0000,88
20060926,0000,86
20060927,0000,90
20060928,0000,94
20060929,0000,90
20060930,0000,85
20061001,0000,77
20061002,0000,86
20061003,0000,79
20061004,0000,83
20061005,0000,80
20061006,0000,73
20061007,0000,77
20061008,0000,80
20061009,0000,75
20061010,0000,79
20061011,0000,79
20061012,0000,75
20061013,0000,74
20061014,0000,73
20061015,0000,61
20061016,0000,65
20061017,0000,74
20061018,0000,76
20061019,0000,84
20061020,0000,89
20061021,0000,91
20061022,0000,91
20061023,0000,95
20061024,0000,82
20061025,0000,78
20061026,0000,75
20061027,0000,84
20061028,0000,89
20061029,0000,78
20061030,0000,74
20061031,0000,73
20061101,0000,76
20061102,0000,80
20061103,0000,76
20061104,0000,79
20061105,0000,85
20061106,0000,89
20061107,0000,97
20061108,0000,88
20061109,0000,75
20061110,0000,84
20061111,0000,72
20061112,0000,70
20061113,0000,79
20061114,0000,69
20061115,0000,82
20061116,0000,86
20061117,0000,81
20061118,0000,87
20061119,0000,94
20061120,0000,91
20061121,0000,80
20061122,0000,77
20061123,0000,75
20061124,0000,67
20061125,0000,68
20061126,0000,67
20061127,0000,60
20061128,0000,64
20061129,0000,53
20061130,0000,60
20061201,0000,78
20061202,0000,69
20061203,0000,65
20061204,0000,78
20061205,0000,75
20061206,0000,78
20061207,0000,81
20061208,0000,77
20061209,0000,68
20061210,0000,61
20061211,0000,65
20061212,0000,69
20061213,0000,73
20061214,0000,77
20061215,0000,67
20061216,0000,52
20061217,0000,56
20061218,0000,48
20061219,0000,59
20061220,0000,59
20061221,0000,63
20061222,0000,60
20061223,0000,72
20061224,0000,73
20061225,0000,80
20061226,0000,76
20061227,0000,58
20061228,0000,57
20061229,0000,67
20061230,0000,66
20061231,0000,62
20070101,0000,63
20070102,0000,72
20070103,0000,73
20070104,0000,61
20070105,0000,52
20070106,0000,68
20070107,0000,71
20070108,0000,75
20070109,0000,85
20070110,0000,69
20070111,0000,56
20070112,0000,52
20070113,0000,44
20070114,0000,54
20070115,0000,51
20070116,0000,58
20070117,0000,57
20070118,0000,59
20070119,0000,65
20070120,0000,60
20070121,0000,55
20070122,0000,64
20070123,0000,70
20070124,0000,74
20070125,0000,77
20070126,0000,69
20070127,0000,60
20070128,0000,62
20070129,0000,66
20070130,0000,55
20070131,0000,55
20070201,0000,55
20070202,0000,65
20070203,0000,70
20070204,0000,82
20070205,0000,86
20070206,0000,78
20070207,0000,72
20070208,0000,68
20070209,0000,69
20070210,0000,72
20070211,0000,61
20070212,0000,60
20070213,0000,60
20070214,0000,67
20070215,0000,74
20070216,0000,80
20070217,0000,79
20070218,0000,72
20070219,0000,61
20070220,0000,61
20070221,0000,68
20070222,0000,54
20070223,0000,58
20070224,0000,68
20070225,0000,57
20070226,0000,59
20070227,0000,56
20070228,0000,58
20070301,0000,62
20070302,0000,63
20070303,0000,68
